time,windspeed,winddir,swellheight,swellPeriod,swellDirection,airTemperature
2021-01-06T07:00:00Z,2.8,141.74,2.54,12.28,215.79,25.71
2021-01-06T08:00:00Z,3.06,156.83,2.52,12.21,216.06,25.71
2021-01-06T09:00:00Z,3.33,171.93,2.51,12.14,216.34,25.72
2021-01-06T10:00:00Z,3.53,148.51,2.48,12.08,216.88,25.53
2021-01-06T11:00:00Z,3.73,125.1,2.46,12.03,217.41,25.33
2021-01-06T12:00:00Z,3.93,101.68,2.43,11.97,217.95,25.14
2021-01-06T13:00:00Z,4.48,94.7,2.39,11.91,218.56,25.61
2021-01-06T14:00:00Z,5.04,87.72,2.36,11.85,219.17,26.09
2021-01-06T15:00:00Z,5.59,80.74,2.32,11.79,219.78,26.56
2021-01-06T16:00:00Z,6.71,77.25,2.28,11.74,220.24,26.18
2021-01-06T17:00:00Z,7.84,73.75,2.24,11.68,220.69,25.79
2021-01-06T18:00:00Z,8.96,70.26,2.2,11.63,221.15,25.41
2021-01-06T19:00:00Z,8.75,66.09,2.16,11.59,221.47,24.99
2021-01-06T20:00:00Z,8.53,61.91,2.13,11.54,221.79,24.57
2021-01-06T21:00:00Z,8.32,57.74,2.09,11.5,222.11,24.15
2021-01-06T22:00:00Z,8.31,56.92,2.06,11.44,222.31,24.09
2021-01-06T23:00:00Z,8.3,56.11,2.03,11.39,222.5,24.02
2021-01-07T00:00:00Z,8.29,55.29,2,11.33,222.7,23.95
2021-01-07T01:00:00Z,6.7,54.74,2.02,11.34,223.01,24.64
2021-01-07T02:00:00Z,5.11,54.18,2.03,11.36,223.32,25.32
2021-01-07T03:00:00Z,3.52,53.63,2.05,11.37,223.63,26.01
2021-01-07T04:00:00Z,3.25,101.95,2.03,11.36,223.85,26.61
2021-01-07T05:00:00Z,2.97,150.27,2.02,11.35,224.06,27.2
2021-01-07T06:00:00Z,2.7,198.59,2,11.34,224.28,27.8
2021-01-07T07:00:00Z,3.33,200.71,1.99,11.35,224.65,27.88
2021-01-07T08:00:00Z,3.97,202.84,1.99,11.35,225.02,27.96
2021-01-07T09:00:00Z,4.6,204.96,1.98,11.36,225.39,28.03
2021-01-07T10:00:00Z,4.95,188.41,1.98,11.36,225.74,27.26
2021-01-07T11:00:00Z,5.31,171.85,1.97,11.35,226.08,26.49
2021-01-07T12:00:00Z,5.66,155.3,1.97,11.35,226.43,25.72
2021-01-07T13:00:00Z,5.35,150.94,1.96,11.36,226.73,25.55
2021-01-07T14:00:00Z,5.03,146.59,1.96,11.36,227.03,25.38
2021-01-07T15:00:00Z,4.72,142.23,1.95,11.37,227.33,25.21
2021-01-07T16:00:00Z,4.94,117.67,1.94,11.4,227.62,25.47
2021-01-07T17:00:00Z,5.17,93.1,1.94,11.43,227.91,25.73
2021-01-07T18:00:00Z,5.39,68.54,1.93,11.46,228.2,25.99
2021-01-07T19:00:00Z,5.61,64.19,1.93,11.48,228.55,25.78
2021-01-07T20:00:00Z,5.82,59.83,1.92,11.51,228.9,25.56
2021-01-07T21:00:00Z,6.04,55.48,1.92,11.53,229.25,25.34
2021-01-07T22:00:00Z,5.64,55.61,1.91,11.55,229.63,25.31
2021-01-07T23:00:00Z,5.25,55.74,1.91,11.57,230.02,25.28
2021-01-08T00:00:00Z,4.85,55.87,1.9,11.59,230.4,25.25
2021-01-08T01:00:00Z,3.63,50.44,1.93,11.69,230.68,25.71
2021-01-08T02:00:00Z,2.41,45,1.95,11.79,230.95,26.16
2021-01-08T03:00:00Z,1.19,39.57,1.98,11.89,231.23,26.61
2021-01-08T04:00:00Z,1.54,94.09,1.89,11.36,231.21,27.59
2021-01-08T05:00:00Z,1.89,148.61,1.79,10.82,231.18,28.57
2021-01-08T06:00:00Z,2.24,203.13,1.7,10.29,231.16,29.55
2021-01-08T07:00:00Z,3.27,207.24,1.84,10.94,231.53,28.97
2021-01-08T08:00:00Z,4.31,211.35,1.98,11.58,231.9,28.4
2021-01-08T09:00:00Z,5.34,215.46,2.12,12.23,232.27,27.82
2021-01-08T10:00:00Z,4.6,201.47,2.14,12.25,232.23,26.97
2021-01-08T11:00:00Z,3.85,187.49,2.16,12.27,232.2,26.12
2021-01-08T12:00:00Z,3.11,173.5,2.18,12.29,232.16,25.27
2021-01-08T13:00:00Z,3.12,171.96,2.19,12.28,232.01,25.38
2021-01-08T14:00:00Z,3.14,170.43,2.21,12.27,231.86,25.49
2021-01-08T15:00:00Z,3.15,168.89,2.22,12.26,231.71,25.6
2021-01-08T16:00:00Z,2.69,153.96,2.22,12.22,231.56,25.61
2021-01-08T17:00:00Z,2.23,139.04,2.22,12.17,231.42,25.62
2021-01-08T18:00:00Z,1.77,124.11,2.22,12.13,231.27,25.63
2021-01-08T19:00:00Z,1.53,152.37,2.22,12.06,231.15,25.7
2021-01-08T20:00:00Z,1.29,180.62,2.21,12,231.04,25.77
2021-01-08T21:00:00Z,1.05,208.88,2.21,11.93,230.92,25.85
2021-01-08T22:00:00Z,1.07,201.78,2.2,11.86,230.86,25.88
2021-01-08T23:00:00Z,1.09,194.67,2.19,11.8,230.79,25.91
2021-01-09T00:00:00Z,1.12,187.57,2.18,11.73,230.73,25.94
2021-01-09T01:00:00Z,2.69,205.69,2.19,11.67,230.82,25.42
2021-01-09T02:00:00Z,4.27,223.82,2.19,11.61,230.9,24.89
2021-01-09T03:00:00Z,5.85,241.94,2.2,11.55,230.99,24.37
2021-01-09T04:00:00Z,5.31,233.23,2.23,11.53,231.13,24.34
2021-01-09T05:00:00Z,4.76,224.52,2.25,11.5,231.26,24.32
2021-01-09T06:00:00Z,4.22,215.81,2.28,11.48,231.4,24.3
2021-01-09T07:00:00Z,4.16,220.22,2.26,11.39,231.38,24.12
2021-01-09T08:00:00Z,4.09,224.62,2.25,11.31,231.35,23.94
2021-01-09T09:00:00Z,4.03,229.03,2.23,11.22,231.33,23.76
2021-01-09T10:00:00Z,3.98,227.71,2.21,11.13,231.21,23.51
2021-01-09T11:00:00Z,3.93,226.39,2.18,11.05,231.1,23.27
2021-01-09T12:00:00Z,3.88,225.07,2.16,10.96,230.98,23.02
2021-01-09T13:00:00Z,4.49,224.57,2.14,10.88,230.93,22.8
2021-01-09T14:00:00Z,5.1,224.08,2.12,10.8,230.88,22.57
2021-01-09T15:00:00Z,5.71,223.58,2.1,10.72,230.83,22.35
2021-01-09T16:00:00Z,6.31,216.43,2.08,10.69,230.89,22.11
2021-01-09T17:00:00Z,6.9,209.29,2.06,10.65,230.94,21.87
2021-01-09T18:00:00Z,7.5,202.14,2.04,10.62,231,21.64
2021-01-09T19:00:00Z,7.92,199.39,2.02,10.61,230.83,21.26
2021-01-09T20:00:00Z,8.34,196.63,1.99,10.61,230.66,20.88
2021-01-09T21:00:00Z,8.76,193.88,1.97,10.6,230.49,20.51
2021-01-09T22:00:00Z,8.93,193.69,1.94,10.65,230.22,20.53
2021-01-09T23:00:00Z,9.11,193.49,1.92,10.69,229.94,20.55
2021-01-10T00:00:00Z,9.28,193.3,1.89,10.74,229.67,20.57
2021-01-10T01:00:00Z,9.29,193.06,1.88,10.85,229.83,20.67
2021-01-10T02:00:00Z,9.29,192.82,1.87,10.96,229.98,20.76
2021-01-10T03:00:00Z,9.3,192.58,1.86,11.07,230.14,20.86
2021-01-10T04:00:00Z,9.72,195.05,1.83,11.14,229.79,21
2021-01-10T05:00:00Z,10.13,197.52,1.79,11.2,229.44,21.14
2021-01-10T06:00:00Z,10.55,199.99,1.76,11.27,229.09,21.29
2021-01-10T07:00:00Z,11.3,200.06,1.68,11.07,227.75,21.31
2021-01-10T08:00:00Z,12.05,200.13,1.59,10.88,226.41,21.33
2021-01-10T09:00:00Z,12.8,200.2,1.51,10.68,225.07,21.35
2021-01-10T10:00:00Z,13.35,197.06,1.51,11.03,227.3,21.48
2021-01-10T11:00:00Z,13.9,193.93,1.51,11.38,229.54,21.62
2021-01-10T12:00:00Z,14.45,190.79,1.51,11.73,231.77,21.75
2021-01-10T13:00:00Z,14.11,181.46,1.52,11.62,230.81,21.58
2021-01-10T14:00:00Z,13.76,172.14,1.54,11.52,229.84,21.4
2021-01-10T15:00:00Z,13.42,162.81,1.55,11.41,228.88,21.23
2021-01-10T16:00:00Z,12.59,156.28,1.6,9.83,224.98,20.39
2021-01-10T17:00:00Z,11.76,149.76,1.65,8.26,221.07,19.56
2021-01-10T18:00:00Z,10.93,143.23,1.7,6.68,217.17,18.72
2021-01-10T19:00:00Z,10.38,139.66,1.74,6.61,213.82,18.42
2021-01-10T20:00:00Z,9.83,136.1,1.77,6.55,210.48,18.12
2021-01-10T21:00:00Z,9.28,132.53,1.81,6.48,207.13,17.82
2021-01-10T22:00:00Z,8.85,131.49,1.73,7.29,211,17.78
2021-01-10T23:00:00Z,8.42,130.45,1.64,8.09,214.87,17.74
2021-01-11T00:00:00Z,7.99,129.41,1.56,8.9,218.74,17.7
2021-01-11T01:00:00Z,6.99,138.06,1.76,8.73,217.62,18.54
2021-01-11T02:00:00Z,5.98,146.71,1.95,8.57,216.51,19.39
2021-01-11T03:00:00Z,4.97,155.36,2.15,8.4,215.39,20.23
2021-01-11T04:00:00Z,6.43,171.66,2.09,8.63,216.93,20.25
2021-01-11T05:00:00Z,7.88,187.97,2.02,8.87,218.48,20.27
2021-01-11T06:00:00Z,9.34,204.27,1.96,9.1,220.02,20.29
2021-01-11T07:00:00Z,10.11,201.72,1.87,9.55,221.72,20.44
2021-01-11T08:00:00Z,10.88,199.17,1.77,10,223.43,20.6
2021-01-11T09:00:00Z,11.65,196.62,1.68,10.45,225.13,20.75
2021-01-11T10:00:00Z,11.17,193.69,1.72,10.51,225.33,21.24
2021-01-11T11:00:00Z,10.7,190.77,1.75,10.58,225.54,21.73
2021-01-11T12:00:00Z,10.22,187.84,1.79,10.64,225.74,22.22
2021-01-11T13:00:00Z,9.06,180.99,1.87,10.06,224.26,22.11
2021-01-11T14:00:00Z,7.89,174.14,1.96,9.49,222.77,22
2021-01-11T15:00:00Z,6.73,167.29,2.04,8.91,221.29,21.88
2021-01-11T16:00:00Z,6.58,152.46,2.21,9.27,220.77,22
2021-01-11T17:00:00Z,6.44,137.63,2.39,9.62,220.26,22.12
2021-01-11T18:00:00Z,6.29,122.8,2.56,9.98,219.74,22.24
2021-01-11T19:00:00Z,6.11,125.5,2.7,9.74,217.35,21.8
2021-01-11T20:00:00Z,5.93,128.21,2.84,9.5,214.97,21.35
2021-01-11T21:00:00Z,5.75,130.91,2.98,9.26,212.58,20.91
2021-01-11T22:00:00Z,5.62,138.61,2.94,9.38,213.31,20.5
2021-01-11T23:00:00Z,5.49,146.31,2.89,9.51,214.05,20.09
2021-01-12T00:00:00Z,5.36,154.01,2.85,9.63,214.78,19.68
2021-01-12T01:00:00Z,7.01,166.09,2.78,9.83,216.13,19.81
2021-01-12T02:00:00Z,8.65,178.17,2.72,10.04,217.47,19.93
2021-01-12T03:00:00Z,10.3,190.25,2.65,10.24,218.82,20.06
2021-01-12T04:00:00Z,11.21,192.22,2.47,10.56,220.88,20.65
2021-01-12T05:00:00Z,12.12,194.19,2.29,10.88,222.93,21.24
2021-01-12T06:00:00Z,13.03,196.16,2.11,11.2,224.99,21.84
2021-01-12T07:00:00Z,13.72,196.98,1.9,11.32,229.13,21.71
2021-01-12T08:00:00Z,14.41,197.79,1.69,11.45,233.26,21.58
2021-01-12T09:00:00Z,15.1,198.61,1.48,11.57,237.4,21.46
2021-01-12T10:00:00Z,15.43,194.26,1.52,11.58,235.56,21.65
2021-01-12T11:00:00Z,15.75,189.91,1.56,11.58,233.72,21.85
2021-01-12T12:00:00Z,16.08,185.56,1.6,11.59,231.88,22.05
2021-01-12T13:00:00Z,15.26,177.36,1.87,10.83,230.32,21.84
2021-01-12T14:00:00Z,14.43,169.16,2.15,10.07,228.77,21.64
2021-01-12T15:00:00Z,13.61,160.96,2.42,9.31,227.21,21.43
2021-01-12T16:00:00Z,12.87,155.3,2.22,8.57,224.23,20.4
2021-01-12T17:00:00Z,12.14,149.65,2.02,7.83,221.26,19.36
2021-01-12T18:00:00Z,11.4,143.99,1.82,7.09,218.28,18.33
2021-01-12T19:00:00Z,10.93,138.78,1.8,6.93,214.66,18.06
2021-01-12T20:00:00Z,10.45,133.56,1.78,6.78,211.03,17.79
2021-01-12T21:00:00Z,9.97,128.35,1.76,6.62,207.41,17.52
2021-01-12T22:00:00Z,9.73,127.44,1.79,7.88,211.69,17.74
2021-01-12T23:00:00Z,9.48,126.54,1.81,9.13,215.96,17.96
2021-01-13T00:00:00Z,9.24,125.63,1.84,10.39,220.24,18.18
2021-01-13T01:00:00Z,8.7,132.49,2,10.03,218.72,19.23
2021-01-13T02:00:00Z,8.15,139.36,2.17,9.68,217.21,20.28
2021-01-13T03:00:00Z,7.61,146.22,2.33,9.32,215.69,21.33
2021-01-13T04:00:00Z,8.02,160.1,2.27,9.61,216.81,21.7
2021-01-13T05:00:00Z,8.42,173.97,2.21,9.9,217.92,22.08
2021-01-13T06:00:00Z,8.83,187.85,2.15,10.19,219.04,22.46
2021-01-13T07:00:00Z,9.3,189.63,2.11,10.46,219.28,22.64
2021-01-13T08:00:00Z,9.76,191.4,2.06,10.73,219.52,22.82
2021-01-13T09:00:00Z,10.23,193.18,2.02,11,219.76,23
2021-01-13T10:00:00Z,9.45,173.87,2.2,10.8,219.16,24.09
2021-01-13T11:00:00Z,8.66,154.56,2.39,10.61,218.56,25.18
2021-01-13T12:00:00Z,7.88,135.25,2.57,10.41,217.96,26.27
2021-01-13T13:00:00Z,8.79,130.13,2.79,10.23,216.54,25.24
2021-01-13T14:00:00Z,9.7,125.01,3.01,10.05,215.11,24.21
2021-01-13T15:00:00Z,10.61,119.89,3.23,9.87,213.69,23.19
2021-01-13T16:00:00Z,10.77,122.94,3.26,10.01,213.59,22.21
2021-01-13T17:00:00Z,10.94,125.98,3.28,10.16,213.49,21.23
2021-01-13T18:00:00Z,11.1,129.03,3.31,10.3,213.39,20.25
2021-01-13T19:00:00Z,10.79,126.27,3.29,10.35,213.3,19.83
2021-01-13T20:00:00Z,10.47,123.52,3.28,10.4,213.21,19.41
2021-01-13T21:00:00Z,10.16,120.76,3.26,10.45,213.12,18.99
2021-01-13T22:00:00Z,10.04,120.33,3.21,10.48,213.11,18.88
2021-01-13T23:00:00Z,9.92,119.89,3.16,10.51,213.11,18.76
2021-01-14T00:00:00Z,9.8,119.46,3.11,10.54,213.1,18.65
2021-01-14T01:00:00Z,9.1,119.82,3.03,10.55,213.59,19.91
2021-01-14T02:00:00Z,8.4,120.18,2.96,10.57,214.08,21.18
2021-01-14T03:00:00Z,7.7,120.54,2.88,10.58,214.57,22.45
2021-01-14T04:00:00Z,7.43,130.06,2.86,10.74,214.93,23.24
2021-01-14T05:00:00Z,7.15,139.57,2.83,10.9,215.28,24.02
2021-01-14T06:00:00Z,6.88,149.09,2.81,11.06,215.64,24.81
2021-01-14T07:00:00Z,7.38,142.64,2.74,11.08,216.29,25.16
2021-01-14T08:00:00Z,7.88,136.2,2.68,11.11,216.94,25.52
2021-01-14T09:00:00Z,8.38,129.75,2.61,11.13,217.59,25.87
2021-01-14T10:00:00Z,8.87,125.98,2.61,10.79,217.14,26.31
2021-01-14T11:00:00Z,9.36,122.2,2.61,10.45,216.7,26.75
2021-01-14T12:00:00Z,9.85,118.43,2.61,10.11,216.25,27.19
2021-01-14T13:00:00Z,10.55,117.84,2.61,9.97,215.87,25.6
2021-01-14T14:00:00Z,11.26,117.24,2.6,9.82,215.49,24.02
2021-01-14T15:00:00Z,11.96,116.65,2.6,9.68,215.11,22.44
2021-01-14T16:00:00Z,11.77,116.8,2.61,9.56,213.99,21.91
2021-01-14T17:00:00Z,11.57,116.96,2.61,9.43,212.86,21.38
2021-01-14T18:00:00Z,11.38,117.11,2.62,9.31,211.74,20.85
2021-01-14T19:00:00Z,11.19,114.91,2.55,9.31,211.35,20.33
2021-01-14T20:00:00Z,11,112.72,2.48,9.32,210.95,19.81
2021-01-14T21:00:00Z,10.81,110.52,2.41,9.32,210.56,19.29
2021-01-14T22:00:00Z,10.61,108.77,2.25,9.68,212.57,19.3
2021-01-14T23:00:00Z,10.41,107.01,2.09,10.04,214.57,19.3
2021-01-15T00:00:00Z,10.21,105.26,1.93,10.4,216.58,19.31
2021-01-15T01:00:00Z,9.87,103.24,1.95,10.56,217.66,20.46
2021-01-15T02:00:00Z,9.53,101.22,1.98,10.73,218.73,21.61
2021-01-15T03:00:00Z,9.19,99.2,2,10.89,219.81,22.76
2021-01-15T04:00:00Z,9.2,100.32,2,10.78,219,23.7
2021-01-15T05:00:00Z,9.22,101.45,2,10.67,218.2,24.63
2021-01-15T06:00:00Z,9.23,102.57,2,10.56,217.39,25.56
2021-01-15T07:00:00Z,9.86,103.48,2,10.37,216.59,26.15
2021-01-15T08:00:00Z,10.48,104.4,2.01,10.18,215.8,26.74
2021-01-15T09:00:00Z,11.11,105.31,2.01,9.99,215,27.33
2021-01-15T10:00:00Z,11.48,102.47,1.97,9.92,214.96,27.02
2021-01-15T11:00:00Z,11.86,99.63,1.94,9.85,214.93,26.71
2021-01-15T12:00:00Z,12.23,96.79,1.9,9.78,214.89,26.39
2021-01-15T13:00:00Z,12.06,97.07,1.89,9.56,214.19,25.57
2021-01-15T14:00:00Z,11.9,97.36,1.89,9.35,213.5,24.75
2021-01-15T15:00:00Z,11.73,97.64,1.88,9.13,212.8,23.93
2021-01-15T16:00:00Z,11.35,96.85,1.75,8.32,207.34,23.19
2021-01-15T17:00:00Z,10.96,96.07,1.63,7.52,201.88,22.44
2021-01-15T18:00:00Z,10.58,95.28,1.5,6.71,196.42,21.7
2021-01-15T19:00:00Z,10.72,95.84,1.52,6.82,196.09,21.37
2021-01-15T20:00:00Z,10.87,96.39,1.53,6.94,195.76,21.04
2021-01-15T21:00:00Z,11.01,96.95,1.55,7.05,195.43,20.71
2021-01-15T22:00:00Z,10.87,96.32,1.47,7.45,198.91,20.56
2021-01-15T23:00:00Z,10.72,95.7,1.4,7.84,202.38,20.41
2021-01-16T00:00:00Z,10.57,95.07,1.32,8.24,205.86,20.26
2021-01-16T01:00:00Z,9.93,94.65,1.35,8.68,208.44,21.2
2021-01-16T02:00:00Z,9.28,94.23,1.37,9.11,211.03,22.14
2021-01-16T03:00:00Z,8.64,93.81,1.4,9.55,213.61,23.07
2021-01-16T04:00:00Z,8.01,96.53,1.35,9.58,213.91,23.88
2021-01-16T05:00:00Z,7.39,99.24,1.31,9.6,214.22,24.69
2021-01-16T06:00:00Z,6.76,101.96,1.26,9.63,214.52,25.5
2021-01-16T07:00:00Z,7.03,101.75,1.23,9.51,214.45,25.97
2021-01-16T08:00:00Z,7.3,101.55,1.19,9.4,214.37,26.45
2021-01-16T09:00:00Z,7.57,101.34,1.16,9.28,214.3,26.92
2021-01-16T10:00:00Z,7.77,102.89,1.12,9.25,214.39,26.91
2021-01-16T11:00:00Z,7.96,104.44,1.09,9.23,214.49,26.91
2021-01-16T12:00:00Z,8.16,105.99,1.05,9.2,214.58,26.9
2021-01-16T13:00:00Z,8.48,104,1.03,9.08,214.23,26.38
2021-01-16T14:00:00Z,8.81,102.01,1,8.96,213.88,25.87
2021-01-16T15:00:00Z,9.13,100.02,0.98,8.84,213.53,25.35
2021-01-16T16:00:00Z,9.75,95.87,0.92,8.88,215.14,24.56
2021-01-16T17:00:00Z,10.36,91.72,0.85,8.92,216.75,23.76
2021-01-16T18:00:00Z,10.98,87.57,0.79,8.96,218.36,22.96
2021-01-16T19:00:00Z,10.64,86.53,0.78,8.46,213.32,23.04
2021-01-16T20:00:00Z,10.31,85.48,0.78,7.97,208.27,23.12
2021-01-16T21:00:00Z,9.97,84.44,0.77,7.47,203.23,23.2
2021-01-16T22:00:00Z,10.03,85.23,0.79,7.29,202.27,22.98
2021-01-16T23:00:00Z,10.08,86.01,0.81,7.1,201.31,22.76
2021-01-17T00:00:00Z,10.14,86.8,0.83,6.92,200.35,22.54
2021-01-17T01:00:00Z,8.92,84.87,0.86,7.6,203.83,23.29
2021-01-17T02:00:00Z,7.69,82.93,0.9,8.28,207.3,24.03
2021-01-17T03:00:00Z,6.47,81,0.93,8.96,210.78,24.78
2021-01-17T04:00:00Z,5.39,87.18,0.96,9.49,212.34,25.54
2021-01-17T05:00:00Z,4.3,93.36,0.98,10.03,213.89,26.31
2021-01-17T06:00:00Z,3.22,99.54,1.01,10.56,215.45,27.07
2021-01-17T07:00:00Z,3.21,102.97,1.01,10.64,215.95,27.09
2021-01-17T08:00:00Z,3.2,106.4,1,10.71,216.46,27.12
2021-01-17T09:00:00Z,3.19,109.83,1,10.79,216.96,27.14
2021-01-17T10:00:00Z,4.21,109.49,1,10.83,217.32,27.31
2021-01-17T11:00:00Z,5.22,109.16,1,10.86,217.68,27.47
2021-01-17T12:00:00Z,6.24,108.82,1,10.9,218.04,27.64
2021-01-17T13:00:00Z,6.75,104.41,1,10.98,218.37,27.39
2021-01-17T14:00:00Z,7.25,99.99,0.99,11.05,218.69,27.14
2021-01-17T15:00:00Z,7.76,95.58,0.99,11.13,219.02,26.89
2021-01-17T16:00:00Z,7.88,93.28,0.99,11.14,219.24,26.52
2021-01-17T17:00:00Z,8,90.98,1,11.16,219.47,26.14
2021-01-17T18:00:00Z,8.12,88.68,1,11.17,219.69,25.77
2021-01-17T19:00:00Z,8.38,90.67,1.01,11.05,219.51,25.49
2021-01-17T20:00:00Z,8.63,92.66,1.01,10.94,219.32,25.21
2021-01-17T21:00:00Z,8.89,94.65,1.02,10.82,219.14,24.93
2021-01-17T22:00:00Z,8.83,86.01,0.94,10.83,220.62,24.65
2021-01-17T23:00:00Z,8.77,77.36,0.85,10.84,222.09,24.37
2021-01-18T00:00:00Z,8.71,68.72,0.77,10.85,223.57,24.1
2021-01-18T01:00:00Z,7.47,59.28,0.87,10.92,222.57,24.08
2021-01-18T02:00:00Z,6.22,49.83,0.96,11,221.58,24.05
2021-01-18T03:00:00Z,4.98,40.39,1.06,11.07,220.58,24.03
2021-01-18T04:00:00Z,3.61,42.26,1.05,11.17,221.19,24.49
2021-01-18T05:00:00Z,2.24,44.12,1.05,11.27,221.81,24.96
2021-01-18T06:00:00Z,0.86,45.99,1.04,11.37,222.42,25.42
2021-01-18T07:00:00Z,1.13,96.6,1.04,11.42,223.05,25.91
2021-01-18T08:00:00Z,1.4,147.22,1.05,11.48,223.68,26.4
2021-01-18T09:00:00Z,1.67,197.83,1.05,11.53,224.31,26.89
2021-01-18T10:00:00Z,2.17,168.79,1.05,11.56,224.83,26.55
2021-01-18T11:00:00Z,2.67,139.76,1.05,11.6,225.35,26.22
2021-01-18T12:00:00Z,3.17,110.72,1.05,11.63,225.87,25.88
2021-01-18T13:00:00Z,3.81,94.09,1.06,11.64,226.21,25.64
2021-01-18T14:00:00Z,4.45,77.45,1.06,11.66,226.54,25.41
2021-01-18T15:00:00Z,5.09,60.82,1.07,11.67,226.88,25.17
2021-01-18T16:00:00Z,5.13,51.45,1.08,11.65,227.11,24.97
2021-01-18T17:00:00Z,5.17,42.08,1.08,11.64,227.35,24.77
2021-01-18T18:00:00Z,5.21,32.71,1.09,11.62,227.58,24.57
2021-01-18T19:00:00Z,5.2,27.89,1.1,11.58,227.77,24.45
2021-01-18T20:00:00Z,5.19,23.08,1.1,11.55,227.97,24.32
2021-01-18T21:00:00Z,5.18,18.26,1.11,11.51,228.16,24.2
2021-01-18T22:00:00Z,4.66,25.22,1.11,11.44,228.32,24.43
2021-01-18T23:00:00Z,4.13,32.19,1.12,11.38,228.48,24.65
2021-01-19T00:00:00Z,3.61,39.15,1.12,11.31,228.64,24.88
2021-01-19T01:00:00Z,2.97,19.15,1.15,11.34,228.07,24.79
2021-01-19T02:00:00Z,2.34,359.15,1.19,11.38,227.51,24.71
2021-01-19T03:00:00Z,1.7,339.15,1.22,11.41,226.94,24.62
2021-01-19T04:00:00Z,2.5,308.97,1.21,11.33,226.89,24.37
2021-01-19T05:00:00Z,3.3,278.8,1.21,11.25,226.85,24.12
2021-01-19T06:00:00Z,4.1,248.62,1.2,11.17,226.8,23.87
2021-01-19T07:00:00Z,5,242.49,1.19,11.1,226.91,23.63
2021-01-19T08:00:00Z,5.89,236.35,1.18,11.02,227.01,23.38
2021-01-19T09:00:00Z,6.79,230.22,1.17,10.95,227.12,23.14
2021-01-19T10:00:00Z,6.19,224.09,1.16,10.88,227.3,22.94
2021-01-19T11:00:00Z,5.58,217.95,1.16,10.82,227.48,22.74
2021-01-19T12:00:00Z,4.98,211.82,1.15,10.75,227.66,22.54
2021-01-19T13:00:00Z,4.73,205.27,1.14,10.68,227.9,22.41
2021-01-19T14:00:00Z,4.49,198.71,1.14,10.62,228.14,22.27
2021-01-19T15:00:00Z,4.24,192.16,1.13,10.55,228.38,22.14
2021-01-19T16:00:00Z,4.29,200.09,1.12,10.48,228.6,21.98
2021-01-19T17:00:00Z,4.33,208.03,1.11,10.4,228.83,21.83
2021-01-19T18:00:00Z,4.38,215.96,1.1,10.33,229.05,21.67
2021-01-19T19:00:00Z,4.17,220.13,1.09,10.25,229.34,21.62
2021-01-19T20:00:00Z,3.96,224.29,1.07,10.18,229.64,21.58
2021-01-19T21:00:00Z,3.75,228.46,1.06,10.1,229.93,21.53
2021-01-19T22:00:00Z,3.91,226.9,1.04,10.04,230.27,21.75
2021-01-19T23:00:00Z,4.08,225.35,1.03,9.97,230.61,21.96
2021-01-20T00:00:00Z,4.24,223.79,1.01,9.91,230.95,22.18
2021-01-20T01:00:00Z,3.84,218.61,1.02,10.03,229.95,22.29
2021-01-20T02:00:00Z,3.44,213.42,1.02,10.16,228.95,22.39
2021-01-20T03:00:00Z,3.04,208.24,1.03,10.28,227.95,22.49
2021-01-20T04:00:00Z,3.82,216.67,1.03,10.36,229.39,22.41
2021-01-20T05:00:00Z,4.59,225.09,1.03,10.43,230.84,22.32
2021-01-20T06:00:00Z,5.37,233.52,1.03,10.51,232.28,22.23
2021-01-20T07:00:00Z,6.49,224.72,0.96,10.63,234.68,22.44
2021-01-20T08:00:00Z,7.62,215.93,0.9,10.74,237.09,22.64
2021-01-20T09:00:00Z,8.74,207.13,0.83,10.86,239.49,22.84
2021-01-20T10:00:00Z,9.21,204.78,0.78,9.41,240.82,23.06
2021-01-20T11:00:00Z,9.68,202.44,0.72,7.97,242.15,23.27
2021-01-20T12:00:00Z,10.15,200.09,0.67,6.52,243.48,23.48
2021-01-20T13:00:00Z,10.3,195.48,0.83,6.62,240.06,23.81
2021-01-20T14:00:00Z,10.45,190.86,0.98,6.73,236.64,24.14
2021-01-20T15:00:00Z,10.6,186.25,1.14,6.83,233.22,24.46
2021-01-20T16:00:00Z,10.56,184.77,1.23,6.78,230.01,23.89
2021-01-20T17:00:00Z,10.51,183.3,1.32,6.72,226.8,23.32
2021-01-20T18:00:00Z,10.47,181.82,1.41,6.67,223.59,22.75
2021-01-20T19:00:00Z,9.76,178.9,1.39,6.63,222.19,22.57
2021-01-20T20:00:00Z,9.04,175.98,1.38,6.6,220.8,22.39
2021-01-20T21:00:00Z,8.33,173.06,1.36,6.56,219.4,22.21
2021-01-20T22:00:00Z,8,168.64,1.25,8.15,225.22,22.15
2021-01-20T23:00:00Z,7.66,164.21,1.15,9.75,231.03,22.1
2021-01-21T00:00:00Z,7.33,159.79,1.04,11.34,236.85,22.04
2021-01-21T01:00:00Z,7.62,168.68,1.13,11.48,234.87,22.22
2021-01-21T02:00:00Z,7.9,177.56,1.21,11.61,232.88,22.4
2021-01-21T03:00:00Z,8.19,186.45,1.3,11.75,230.9,22.59
2021-01-21T04:00:00Z,8.84,190.44,1.38,11.94,228.44,22.77
2021-01-21T05:00:00Z,9.48,194.43,1.45,12.12,225.98,22.96
